CountryCode,Country,SeriesCode,Series,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
408,"Korea, Democratic People's Republic of",553,"Maternal mortality ratio per 100,000 live births",75,63,56,56,65,81,99,116,127,131,128,121,114,109,106,105,104,104,103,100,97,95,91,87,85,82
408,"Korea, Democratic People's Republic of",570,"Births attended by skilled health personnel, percentage", , , , , , , , , , ,96.7, , , ,97.1, , , , ,100, , , , , ,
410,"Korea, Republic of",553,"Maternal mortality ratio per 100,000 live births",21,21,20,19,19,19,19,18,17,16,16,14,14,15,14,14,13,14,14,15,15,14,13,12,12,11
410,"Korea, Republic of",570,"Births attended by skilled health personnel, percentage",98, , , , , , ,100, , , , , , , , , , , , , , , , , ,
414,Kuwait,553,"Maternal mortality ratio per 100,000 live births",7,5,6,7,8,9,9,8,8,7,7,7,6,6,6,6,6,6,6,5,5,4,4,4,4,4
414,Kuwait,570,"Births attended by skilled health personnel, percentage", , , , , , ,98.1, , , , , , , , , , ,100, , , , , , , ,
417,Kyrgyzstan,553,"Maternal mortality ratio per 100,000 live births",80,82,79,82,89,92,85,78,77,72,74,72,81,82,81,85,90,89,89,89,84,87,81,79,77,76
417,Kyrgyzstan,570,"Births attended by skilled health personnel, percentage",98.9, , , , , , ,98.1, , ,98.6, , , , , ,97.6, ,98.5, ,98.3, ,99.1, ,98.4,
418,Lao People's Democratic Republic,553,"Maternal mortality ratio per 100,000 live births",905,863,819,774,734,695,664,632,602,573,546,519,493,468,444,418,392,366,341,316,294,271,250,230,213,197
418,Lao People's Democratic Republic,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , , ,19.4, , , ,14.6,20.3, , , , , ,41.5, , ,
428,Latvia,553,"Maternal mortality ratio per 100,000 live births",48,47,48,58,61,54,43,39,37,35,30,29,26,26,23,22,23,23,20,20,19,21,18,18,18,18
428,Latvia,570,"Births attended by skilled health personnel, percentage",100,100,100,100,100,100,100,100,100,100,100,99,100,99,100,100,100, , , , , , , , ,
422,Lebanon,553,"Maternal mortality ratio per 100,000 live births",74,71,65,61,57,54,51,49,47,45,42,39,36,33,30,27,24,23,21,20,19,18,17,16,16,15
422,Lebanon,570,"Births attended by skilled health personnel, percentage", , , , , , ,98, , , , , , , ,98, , , , , , , , , , ,
426,Lesotho,553,"Maternal mortality ratio per 100,000 live births",629,586,552,527,522,525,538,560,586,615,649,679,704,722,737,746,725,707,668,635,587,555,549,532,513,487
426,Lesotho,570,"Births attended by skilled health personnel, percentage", , , ,60.9, , , , , , ,59.8, , , ,55.4, , , , ,61.5, , , , ,77.9,
430,Liberia,553,"Maternal mortality ratio per 100,000 live births",1500,1640,1790,1850,1890,1800,1630,1480,1370,1300,1270,1260,1250,1200,1110,1020,935,890,851,829,811,798,787,762,741,725
430,Liberia,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , ,50.9, , , , , , ,46.3, , , , , ,61.1, ,
434,Libyan Arab Jamahiriya,553,"Maternal mortality ratio per 100,000 live births",39,35,32,29,27,25,23,21,20,18,17,16,14,13,12,11,10,9,9,9,9,9,9,9,9,9
434,Libyan Arab Jamahiriya,570,"Births attended by skilled health personnel, percentage", , , , , ,94.4, , , , , , , , , , , , ,99.8, , , , , , ,
440,Lithuania,553,"Maternal mortality ratio per 100,000 live births",29,29,28,29,31,28,26,21,20,18,16,16,14,14,12,12,13,12,11,10,9,11,10,10,10,10
440,Lithuania,570,"Births attended by skilled health personnel, percentage",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100, , , , , , , , ,
442,Luxembourg,553,"Maternal mortality ratio per 100,000 live births",12,13,13,13,13,13,13,13,12,12,13,13,12,12,12,13,12,12,10,11,11,11,11,10,10,10
442,Luxembourg,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , , , , ,99.9, , , , , , , , , , , ,
450,Madagascar,553,"Maternal mortality ratio per 100,000 live births",778,761,738,709,676,644,612,584,561,544,536,531,527,522,519,508,495,482,468,453,436,420,402,384,369,353
450,Madagascar,570,"Births attended by skilled health personnel, percentage", , ,57, , , , ,47.3, , ,46.2, , , ,51.3, , , , ,43.9, , , ,44.3, ,
454,Malawi,553,"Maternal mortality ratio per 100,000 live births",957,954,958,948,956,953,952,939,916,904,890,868,839,783,699,648,614,613,629,633,629,618,624,636,638,634
454,Malawi,570,"Births attended by skilled health personnel, percentage", , ,54.8, , , , , , , ,55.6, ,60.5, ,56.1, ,53.6, , , ,71.4, , , ,87.4,
458,Malaysia,553,"Maternal mortality ratio per 100,000 live births",79,79,75,73,67,68,65,64,60,62,58,56,54,55,53,52,51,48,48,48,48,47,45,43,41,40
458,Malaysia,570,"Births attended by skilled health personnel, percentage",92.8, , , , ,96.1, , ,96.2, ,96.6,96.8,97,97.4, ,98, ,98.6, ,98.6,98.6,98.6,98.7,98.8, ,
462,Maldives,553,"Maternal mortality ratio per 100,000 live births",677,594,505,425,370,340,289,276,244,206,163,149,146,136,114,101,87,93,96,96,87,82,76,70,69,68
462,Maldives,570,"Births attended by skilled health personnel, percentage", , , , ,90, , , , , , ,70.3, , ,84, , , , ,94.8,98.2,98.8, , , ,
466,Mali,553,"Maternal mortality ratio per 100,000 live births",1010,993,985,967,940,911,892,865,851,841,834,805,777,754,735,714,707,697,674,652,630,617,617,610,601,587
466,Mali,570,"Births attended by skilled health personnel, percentage", , , , , , ,40, , , , ,40.6, , , , ,49, , , ,56.1, , , , ,
470,Malta,553,"Maternal mortality ratio per 100,000 live births",13,14,15,14,13,14,15,15,16,16,15,14,14,14,13,13,12,12,11,11,11,11,11,9,9,9
470,Malta,570,"Births attended by skilled health personnel, percentage", , , ,98, , , , , , , , , , , , , , , , , , , , , ,
584,Marshall Islands,553,"Maternal mortality ratio per 100,000 live births", , , , , , , , , , , , , , , , , , , , , , , , , ,
584,Marshall Islands,570,"Births attended by skilled health personnel, percentage", , , , , , , , ,94.9, , , , , , , , ,86.2, , ,99, , , , ,
478,Mauritania,553,"Maternal mortality ratio per 100,000 live births",859,848,843,837,827,824,824,819,820,821,813,805,796,781,764,750,745,744,739,734,723,704,682,655,629,602
478,Mauritania,570,"Births attended by skilled health personnel, percentage", ,40, , , , , , , , , ,56.9, , , , , ,60.9, , , ,65.1, , , ,
480,Mauritius,553,"Maternal mortality ratio per 100,000 live births",81,76,82,74,68,60,50,52,48,43,40,36,35,38,37,39,42,45,46,52,59,51,54,54,54,53
480,Mauritius,570,"Births attended by skilled health personnel, percentage", , , , ,97, , , ,98.6,98.5, , , ,98.4, , , , , , , , , , , ,
484,Mexico,553,"Maternal mortality ratio per 100,000 live births",90,87,87,87,86,85,82,82,83,82,77,69,61,57,54,54,51,50,50,53,45,42,42,41,39,38
484,Mexico,570,"Births attended by skilled health personnel, percentage",83.8, , , , , , ,85.7, , , , , , , , ,93.4,93.7, ,95.3,94.1, ,96, , ,
583,"Micronesia, Federated States of",553,"Maternal mortality ratio per 100,000 live births",183,179,175,173,169,166,164,161,159,156,153,150,148,143,139,134,130,126,122,118,115,110,107,104,102,100
583,"Micronesia, Federated States of",570,"Births attended by skilled health personnel, percentage", , , , , , , , , ,92.8, ,87.7, , , ,92,88, ,90,100, , , , , ,
496,Mongolia,553,"Maternal mortality ratio per 100,000 live births",186,193,201,207,208,205,199,192,184,174,161,147,132,117,105,95,86,80,74,68,63,58,53,49,46,44
496,Mongolia,570,"Births attended by skilled health personnel, percentage", , , , , , , , ,97.1, ,96.6, , ,98.6, ,99.2, , ,99.4, ,98.8, , ,98.9, ,
499,Montenegro,553,"Maternal mortality ratio per 100,000 live births",10,11,11,12,12,12,12,12,13,12,11,11,11,11,10,9,8,8,8,8,8,7,8,7,7,7
499,Montenegro,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , , , ,99.7, , , ,98.8,100, ,100, , , ,99, ,
504,Morocco,553,"Maternal mortality ratio per 100,000 live births",317,300,285,273,264,257,249,242,235,228,221,214,207,201,196,190,185,179,172,164,153,144,137,131,126,121
504,Morocco,570,"Births attended by skilled health personnel, percentage", , ,31, , ,39.6, , , , , , , , ,62.6, , , , , , ,73.6, , , ,
508,Mozambique,553,"Maternal mortality ratio per 100,000 live births",1390,1320,1290,1260,1210,1150,1100,1050,1000,956,915,875,840,804,783,762,741,716,682,646,619,596,563,528,506,489
508,Mozambique,570,"Births attended by skilled health personnel, percentage", , , , , , , ,44.2, , , , , ,47.7, , , , ,55.3, , ,54.3, , , ,
104,Myanmar,553,"Maternal mortality ratio per 100,000 live births",453,436,420,404,389,376,362,349,335,322,308,297,284,273,261,248,237,226,218,210,205,201,195,189,184,178
104,Myanmar,570,"Births attended by skilled health personnel, percentage", ,46.3, , , , , ,56.4, , , ,57, , , , , ,63.9, , ,70.6, , , , ,
516,Namibia,553,"Maternal mortality ratio per 100,000 live births",338,335,330,324,323,320,320,324,329,341,352,367,379,387,391,390,371,344,331,321,319,315,299,283,273,265
516,Namibia,570,"Births attended by skilled health personnel, percentage", , ,68.2, , , , , , , ,75.5, , , , , , ,81.4, , , , , ,88.2, ,
520,Nauru,553,"Maternal mortality ratio per 100,000 live births", , , , , , , , , , , , , , , , , , , , , , , , , ,
520,Nauru,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , , , , , , , , ,97.4, , , , , , , ,
524,Nepal,553,"Maternal mortality ratio per 100,000 live births",901,851,798,742,693,660,631,611,591,570,548,527,505,482,461,444,425,406,386,368,349,328,308,291,275,258
524,Nepal,570,"Births attended by skilled health personnel, percentage", ,7.4, , , , ,9, , , ,11.9,10.9, , ,15.8, ,18.7, , , , ,36, , ,55.6,
528,Netherlands,553,"Maternal mortality ratio per 100,000 live births",12,12,12,12,13,13,13,13,13,14,14,13,13,13,12,11,10,9,9,8,8,8,7,7,7,7
528,Netherlands,570,"Births attended by skilled health personnel, percentage", , , , , , , , ,100, , , , , , , , , , , , , , , , ,
554,New Zealand,553,"Maternal mortality ratio per 100,000 live births",18,17,16,15,14,15,15,14,13,14,12,13,13,13,13,14,13,13,12,12,13,12,12,12,11,11
554,New Zealand,570,"Births attended by skilled health personnel, percentage", , , , ,95,100, , , , , , , , , , , , , , , , , , , ,
558,Nicaragua,553,"Maternal mortality ratio per 100,000 live births",173,200,188,204,199,212,220,215,242,205,202,215,204,188,189,190,164,171,167,171,166,153,164,159,154,150
558,Nicaragua,570,"Births attended by skilled health personnel, percentage", , , ,61, , , , ,64.6, , ,66.9, , , , , ,73.7, , ,74, ,88, , ,
562,Niger,553,"Maternal mortality ratio per 100,000 live births",873,858,848,839,836,828,823,818,811,805,794,786,774,757,738,723,711,699,679,661,657,635,619,596,574,553
562,Niger,570,"Births attended by skilled health personnel, percentage", , ,14.9, , , , , ,17.6, ,15.7, , , , , ,17.7, , , , , ,29.3, , ,
566,Nigeria,553,"Maternal mortality ratio per 100,000 live births",1350,1320,1300,1280,1270,1250,1250,1240,1220,1200,1170,1140,1090,1040,986,946,890,884,829,883,867,824,819,821,820,814
566,Nigeria,570,"Births attended by skilled health personnel, percentage",30.8, , , , , , , , ,41.6, , , ,35.2, , , , ,38.9, , ,48.7, ,38.1, ,
570,Niue,553,"Maternal mortality ratio per 100,000 live births", , , , , , , , , , , , , , , , , , , , , , , , , ,
570,Niue,570,"Births attended by skilled health personnel, percentage",99, , , , , ,100, , , , , ,100, , , ,100, ,100, , ,100, , , ,
578,Norway,553,"Maternal mortality ratio per 100,000 live births",7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,6,6,6,6,6,6,5,5,5,5
578,Norway,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
512,Oman,553,"Maternal mortality ratio per 100,000 live births",30,27,24,22,21,20,20,20,20,20,20,21,21,21,21,20,19,19,18,18,18,18,18,18,18,17
512,Oman,570,"Births attended by skilled health personnel, percentage", , , , , ,91.1, , , , ,94.7, , , , ,98,98.1,98.6,98.6,98.6, , , , , ,
586,Pakistan,553,"Maternal mortality ratio per 100,000 live births",431,418,403,388,375,363,353,342,330,318,306,294,282,271,259,249,239,230,223,217,211,204,197,190,184,178
586,Pakistan,570,"Births attended by skilled health personnel, percentage", ,18.8, , , , , ,18, ,18, , ,23, , ,31, ,38.8, , , ,43, ,52.1, ,
585,Palau,553,"Maternal mortality ratio per 100,000 live births", , , , , , , , , , , , , , , , , , , , , , , , , ,
585,Palau,570,"Births attended by skilled health personnel, percentage",99, , , , , , , ,100, , , ,100, , , , ,100,100, ,100, , , , ,
591,Panama,553,"Maternal mortality ratio per 100,000 live births",102,98,96,91,85,94,89,96,98,82,82,79,85,88,85,87,88,89,92,94,101,102,101,99,97,94
591,Panama,570,"Births attended by skilled health personnel, percentage", , ,85.8,86.9,88,88.3,89.9,89.5,90, , , , ,92.5,91.3,91.1,91,91.5, ,88.5, ,93.5, ,91.6, ,
598,Papua New Guinea,553,"Maternal mortality ratio per 100,000 live births",470,447,427,405,388,377,371,365,360,353,342,330,318,305,290,277,264,259,258,249,238,231,227,224,220,215
598,Papua New Guinea,570,"Births attended by skilled health personnel, percentage", , , , , , ,53.2, , , , , , , , , ,53, , , , , , , , ,
600,Paraguay,553,"Maternal mortality ratio per 100,000 live births",150,149,149,147,147,147,153,143,143,149,158,157,160,163,181,159,166,148,149,155,139,145,139,136,134,132
600,Paraguay,570,"Births attended by skilled health personnel, percentage",66, , , , , ,60.8, ,60.8, , , , , ,77.1, , , ,81.9, , ,95.8, , , ,
604,Peru,553,"Maternal mortality ratio per 100,000 live births",251,243,234,223,215,206,199,181,168,157,140,126,124,120,121,114,99,95,99,94,92,85,75,72,70,68
604,Peru,570,"Births attended by skilled health personnel, percentage", , ,52.5, , , ,56.4, , , ,59.3, , , ,71.1, ,71, , ,82.5,83.8,85,86.7,89.1,90,
608,Philippines,553,"Maternal mortality ratio per 100,000 live births",152,134,139,135,121,122,122,119,122,117,124,128,127,125,126,127,127,128,129,131,129,127,126,121,117,114
608,Philippines,570,"Births attended by skilled health personnel, percentage", , , ,52.8, , , , ,56.4, ,58, , ,59.8, , , , ,62.2, , ,72.2, ,72.8, ,
616,Poland,553,"Maternal mortality ratio per 100,000 live births",17,17,16,15,14,13,12,11,10,9,8,7,7,6,6,6,5,5,4,4,4,3,3,3,3,3
616,Poland,570,"Births attended by skilled health personnel, percentage",99.6,99.6,99.6,99.6,99.6,99.6,99.7,99.7,99.7,99.7,99.8,99.8,99.8,99.8,99.8,99.9, , , , , , , , , ,
620,Portugal,553,"Maternal mortality ratio per 100,000 live births",17,17,17,16,15,15,15,15,14,14,13,13,13,12,12,12,11,11,11,11,11,10,11,10,10,10
620,Portugal,570,"Births attended by skilled health personnel, percentage", , , , , , , , ,99.7, ,99.7, , , , , , , , , , , , , , ,
630,Puerto Rico,553,"Maternal mortality ratio per 100,000 live births",26,26,26,25,25,25,24,24,23,23,22,21,20,20,19,19,18,18,17,17,16,16,15,15,15,14
630,Puerto Rico,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , , , , , , , , , , , , , , , , ,
634,Qatar,553,"Maternal mortality ratio per 100,000 live births",29,30,29,29,29,28,26,25,24,24,24,23,23,21,21,21,21,19,17,17,16,15,14,13,13,13
634,Qatar,570,"Births attended by skilled health personnel, percentage", , , , , , ,98.2, ,99, , , , , , , , , , ,100, , ,100, , ,
498,Republic of Moldova,553,"Maternal mortality ratio per 100,000 live births",51,60,55,55,63,66,61,58,53,52,49,45,43,41,37,39,36,36,35,33,34,25,26,24,24,23
498,Republic of Moldova,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , , , , , , ,99.5, , ,99.5, ,99.2, ,99.2, , ,
642,Romania,553,"Maternal mortality ratio per 100,000 live births",124,106,96,87,81,77,73,69,62,56,51,46,44,40,35,33,30,29,29,30,30,30,30,31,31,31
642,Romania,570,"Births attended by skilled health personnel, percentage",99.8,99.9,99.7,98.9,99,99.1,99,98.3,99,99,99,96.5,98.5, ,98.9,98.1,98.2,98.8,98.7,98.5,98.5,98.5, , , ,
643,Russian Federation,553,"Maternal mortality ratio per 100,000 live births",63,63,67,81,88,82,71,62,57,59,57,54,51,49,44,42,36,34,32,30,29,27,26,25,25,25
643,Russian Federation,570,"Births attended by skilled health personnel, percentage",99.2,99.2,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.1,99.2,99.3,99.3,99.4,99.3,99.4,99.5,99.6,99.6, ,99.7, , , , ,
646,Rwanda,553,"Maternal mortality ratio per 100,000 live births",1300,1290,1300,1290,1270,1260,1260,1230,1130,1070,1020,946,870,770,662,567,534,495,452,411,381,361,336,318,304,290
646,Rwanda,570,"Births attended by skilled health personnel, percentage", , ,25.8, , , , , , , ,31.3, , , , ,38.6, , ,52.1, ,69, , ,90, ,90.7
659,Saint Kitts and Nevis,553,"Maternal mortality ratio per 100,000 live births", , , , , , , , , , , , , , , , , , , , , , , , , ,
659,Saint Kitts and Nevis,570,"Births attended by skilled health personnel, percentage", , , , , , , , ,99.4, ,99.4, , , ,100,100, ,100,100, , , ,100,100, ,
662,Saint Lucia,553,"Maternal mortality ratio per 100,000 live births",45,42,40,39,40,43,46,49,51,52,54,58,62,68,68,67,59,61,58,56,54,52,50,49,49,48
662,Saint Lucia,570,"Births attended by skilled health personnel, percentage", , , , , , , ,99.7, , ,100, , ,99,100,100,97.9,100, , ,98.5, ,98.7, , ,
670,Saint Vincent and the Grenadines,553,"Maternal mortality ratio per 100,000 live births",58,60,60,67,74,81,88,86,81,76,74,69,68,64,54,50,50,51,52,51,50,48,47,46,45,45
670,Saint Vincent and the Grenadines,570,"Births attended by skilled health personnel, percentage", , , , , , , , , ,99.3,100,100, , , ,100, ,100,99.2, , , ,99.2,99, ,
882,Samoa,553,"Maternal mortality ratio per 100,000 live births",156,147,139,132,125,119,112,106,101,96,93,88,85,82,79,77,74,71,69,66,64,61,59,56,53,51
882,Samoa,570,"Births attended by skilled health personnel, percentage",76, , , , , , , , , , , , , , , , , , ,80.8, , , , , ,
678,Sao Tome and Principe,553,"Maternal mortality ratio per 100,000 live births",330,317,303,291,271,263,254,244,237,231,222,215,207,199,191,181,176,173,167,166,162,161,162,161,159,156
678,Sao Tome and Principe,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , ,78.6, , , , , ,80.7, , ,81.7, , , , , ,
682,Saudi Arabia,553,"Maternal mortality ratio per 100,000 live births",46,43,41,38,36,33,30,28,26,25,23,22,21,20,19,18,17,16,15,14,14,13,13,12,12,12
682,Saudi Arabia,570,"Births attended by skilled health personnel, percentage", , , , , , ,91.4, , , , , , , , , , , ,97, , , , , , ,
686,Senegal,553,"Maternal mortality ratio per 100,000 live births",540,527,519,513,511,509,508,506,501,496,488,481,474,462,445,427,426,414,398,387,375,365,351,335,323,315
686,Senegal,570,"Births attended by skilled health personnel, percentage", , , ,47.2, , , ,46.6, ,48.3,57.8, ,58, , ,51.9, , , , , ,65.1, , ,59.1,
688,Serbia,553,"Maternal mortality ratio per 100,000 live births",14,15,15,16,16,15,16,16,17,17,17,17,16,16,15,15,15,14,15,15,16,16,16,17,17,17
688,Serbia,570,"Births attended by skilled health personnel, percentage", , , , , , , , , , , , ,98.1, , , ,99, , , ,99.7, , , ,98.4,
694,Sierra Leone,553,"Maternal mortality ratio per 100,000 live births",2630,2700,2780,2850,2900,2900,2890,2870,2820,2750,2650,2530,2390,2270,2110,1990,1880,1800,1730,1680,1630,1580,1510,1460,1410,1360
